id,title,description,availability,condition,price,link,image_link,brand,google_product_category,item_group_id,gtin,sale_price,color,gender,size,age_group,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
1000007662839431,In Memories Tommy Lasorda 2 Los Angeles Dodgers Thank You The Memories 3D Designed Allover Gift For Dodgers Fans Premium Leather Hooded Jacket,"
In Memories Tommy Lasorda 2 Los Angeles Dodgers Thank You The Memories 3D Designed Allover Gift For Dodgers Fans Premium Leather Hooded Jacket
Material: Polyester (fabric), PU Leather (outer and hood).
Elastic ribbed cuffs and collar, full zip up closure type, long sleeves, and two side pockets.
Thickness: Standard.
Waterproof and windproof suitable for spring, autumn and winter.
Hand wash only with cold water, easy to store, wrinkle–resistant. Hang or line dry.",in stock,new,98.99 USD,https://www.fairistyle.com/products/in-memories-tommy-lasorda-2-los-angeles-dodgers-thank-you-the-memories-3d-designed-allover-gift-for-dodgers-fans-premium-leather-hooded-jacket-7124?variant=1000007662839431,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806043007875ba7b.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421670,,,Black,,M,,,,,,
1000007662834308,Clemson Tigers 2021 NCAA Power Rangers NFL Legends American Football 3D Designed Allover Gift For Clemson Fans Bomber Jacket,"
Clemson Tigers 2021 NCAA Power Rangers NFL Legends American Football 3D Designed Allover Gift For Clemson Fans Bomber Jacket
Bomber Jacket
is one of the greatest pieces a stylish man can have in his wardrobe — they’re comfy, practical, and effortlessly cool.
Light bomber jacket featuring elastic cuff and collar, full zip up closure type, long sleeves, and two side pockets.
Featuring an essential green hue and a totally cool bomber style. Wear it with jeans and shirt to keep the look low-key and casual.
Suitable for expressing your personality.
Super smooth zipper
Hand washes cold, hang, or line dry",in stock,new,55.99 USD,https://www.fairistyle.com/products/clemson-tigers-2021-ncaa-power-rangers-nfl-legends-american-football-3d-designed-allover-gift-for-clemson-fans-bomber-jacket-5695?variant=1000007662834308,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/164180603055d9e1650c.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421369,,,Black,,S,,,,,,
1000007662834284,Buffalo Bills Thank you For The Memories Kyle Williams Signature 3D Designed Allover Gift For Bills Fans Premium Leather Hooded Jacket,"
Buffalo Bills Thank you For The Memories Kyle Williams Signature 3D Designed Allover Gift For Bills Fans Premium Leather Hooded Jacket
Material: Polyester (fabric), PU Leather (outer and hood).
Elastic ribbed cuffs and collar, full zip up closure type, long sleeves, and two side pockets.
Thickness: Standard.
Waterproof and windproof suitable for spring, autumn and winter.
Hand wash only with cold water, easy to store, wrinkle–resistant. Hang or line dry.",in stock,new,98.99 USD,https://www.fairistyle.com/products/buffalo-bills-thank-you-for-the-memories-kyle-williams-signature-3d-designed-allover-gift-for-bills-fans-premium-leather-hooded-jacket-2355?variant=1000007662834284,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806030cc8440238b.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421370,,,Black,,M,,,,,,
1000007662834324,Percocet 30 O'Cet Movie Basketball Black Short Gift For Percocet Fans O'Cet Fans Shorts,"
Percocet 30 O'Cet Movie Basketball Black Short Gift For Percocet Fans O'Cet Fans Shorts
Features:
Material: Polyester or Recycled Polyester
Mesh side panels for extra breathability
Tailored fit designed for movement
Satin twill woven jock tag
Screen print stickers name, numbers and logos
Sewn-on tackle twill graphics
Machine washable
The image only illustrates",in stock,new,67.99 USD,https://www.fairistyle.com/products/percocet-30-ocet-movie-basketball-black-short-gift-for-percocet-fans-ocet-fans-jersey-shorts-1213?variant=1000007662834324,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806030562acc7ff5.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421371,,,Black,,S,,,,,,
1000007662834334,Chicago Bulls Michael Jordan #23 NBA Throwback Black 3D Designed Allover Gift For Bulls Fans Zip Hoodie,"
Chicago Bulls Michael Jordan #23 NBA Throwback Black 3D Designed Allover Gift For Bulls Fans Zip Hoodie
Lightweight Zipped Hoodie:
ideal for layering as they can be worn with the zipper closed or left
    open.
Polyester 185GSM. Provides insulation and extra down-like warmth. Bring more warmth and comfort, helping to
        block cold and chill.
Advanced cut and sew sublimation printing.
Using advanced cut and sew sublimation printing, the image is vivid, the color is bright and strong, no
        pollution, and it will never be discolored.
Super smooth zipper
Hand washes cold, hang, or line dry",in stock,new,55.98 USD,https://www.fairistyle.com/products/chicago-bulls-michael-jordan-23-nba-throwback-black-3d-designed-allover-gift-for-bulls-fans-zip-hoodie-8211?variant=1000007662834334,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/16418060305d95c2b5db.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421372,,,Black,,S,,,,,,
1000007662834386,Houston Texans David Johnson 31 2021 NFL Golden Edition Black Jersey Gift For Texans Fans,"
Houston Texans David Johnson 31 2021 NFL Golden Edition Black Jersey Gift For Texans Fans
Features:
Material: Polyester or Recycled Polyester
Rounded hem NFL, NBA, MLB, NHL shield at collar
Mesh side panels for extra breathability
Tailored fit designed for movement
Satin twill woven jock tag
Screen print stickers name, numbers and logos
Sewn-on tackle twill graphics
Machine washable
The image only illustrates",in stock,new,69.99 USD,https://www.fairistyle.com/products/houston-texans-david-johnson-31-2021-nfl-golden-edition-black-jersey-gift-for-texans-fans-jersey-8430?variant=1000007662834386,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/164180603125c3928a5a.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421373,,,Black,,S,,,,,,
1000007662834350,Dallas Cowboys Michael Irvin Roger Staubach Jason Witten Bob Lilly Troy Signatures 3D Designed Allover Gift For Cowboys Fans Premium Leather Hooded Jacket,"
Dallas Cowboys Michael Irvin Roger Staubach Jason Witten Bob Lilly Troy Signatures 3D Designed Allover Gift For Cowboys Fans Premium Leather Hooded Jacket
Material: Polyester (fabric), PU Leather (outer and hood).
Elastic ribbed cuffs and collar, full zip up closure type, long sleeves, and two side pockets.
Thickness: Standard.
Waterproof and windproof suitable for spring, autumn and winter.
Hand wash only with cold water, easy to store, wrinkle–resistant. Hang or line dry.",in stock,new,98.99 USD,https://www.fairistyle.com/products/dallas-cowboys-michael-irvin-roger-staubach-jason-witten-bob-lilly-troy-signatures-3d-designed-allover-gift-for-cowboys-fans-premium-leather-hooded-jacket-8495?variant=1000007662834350,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/16418060307f3dc9ed80.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421374,,,Black,,M,,,,,,
1000007662834374,Dallas Cowboys Legends NFL Great Players And Coach Champion Team Signed 3D Designed Allover Gift For Cowboys Fans Hoodie Leather Jacket,"
Dallas Cowboys Legends NFL Great Players And Coach Champion Team Signed 3D Designed Allover Gift For Cowboys Fans Hoodie Leather Jacket
Material: Polyester (inner), PU Leather (outer), Polyester Cotton(detachable hood)
Elastic ribbed cuffs and hem, full zip up closure, long sleeves, and two side pockets.
Thickness: Standard.
Waterproof and windproof suitable for spring, autumn and winter.
Hand wash only with cold water, easy to store, wrinkle–resistant. Hang or line dry.",in stock,new,92.99 USD,https://www.fairistyle.com/products/dallas-cowboys-legends-nfl-great-players-and-coach-champion-team-signed-3d-designed-allover-gift-for-cowboys-fans-hoodie-leather-jacket-6144?variant=1000007662834374,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806030f29c126d60.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421375,,,Black,,S,,,,,,
1000007662834394,Colts Kenny Moore 23 2021 NFL Golden Edition Black Jersey Gift For Colts Fans,"
Colts Kenny Moore 23 2021 NFL Golden Edition Black Jersey Gift For Colts Fans
Features:
Material: Polyester or Recycled Polyester
Rounded hem NFL, NBA, MLB, NHL shield at collar
Mesh side panels for extra breathability
Tailored fit designed for movement
Satin twill woven jock tag
Screen print stickers name, numbers and logos
Sewn-on tackle twill graphics
Machine washable
The image only illustrates",in stock,new,69.99 USD,https://www.fairistyle.com/products/colts-kenny-moore-23-2021-nfl-golden-edition-black-jersey-gift-for-colts-fans-jersey-7561?variant=1000007662834394,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806030e4b9fd6706.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421376,,,Black,,S,,,,,,
1000007662834402,Clemson Tigers 2021 NCAA DeMonte Capehart 19 NFL American Football 3D Designed Allover Gift For Clemson Fans Fleece Hoodie,"
Clemson Tigers 2021 NCAA DeMonte Capehart 19 NFL American Football 3D Designed Allover Gift For Clemson Fans Fleece Hoodie
Add lightweight warmth and lasting comfort to your clothing collection with
Fleece Zip Hoodies
Polyester 185GSM (~6.5 oz/m2)
The fleece inside makes this hoodie warmer
Ribbed waistband and cuffs provide a secure fit
Drawstring hood easily adjusts to provide additional protection from the weather
Super smooth zipper
Hand washes cold, hang, or line dry",in stock,new,58.98 USD,https://www.fairistyle.com/products/clemson-tigers-2021-ncaa-demonte-capehart-19-nfl-american-football-3d-designed-allover-gift-for-clemson-fans-fleece-hoodie-4954?variant=1000007662834402,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806030a1b1e241ab.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421377,,,Black,,S,,,,,,
1000007662834419,Clemson Tigers 2021 NCAA Undefeated Champions NFL Legends 3D Designed Allover Gift For Clemson Fans Bomber Jacket,"
Clemson Tigers 2021 NCAA Undefeated Champions NFL Legends 3D Designed Allover Gift For Clemson Fans Bomber Jacket
Bomber Jacket
is one of the greatest pieces a stylish man can have in his wardrobe — they’re comfy, practical, and effortlessly cool.
Light bomber jacket featuring elastic cuff and collar, full zip up closure type, long sleeves, and two side pockets.
Featuring an essential green hue and a totally cool bomber style. Wear it with jeans and shirt to keep the look low-key and casual.
Suitable for expressing your personality.
Super smooth zipper
Hand washes cold, hang, or line dry",in stock,new,55.99 USD,https://www.fairistyle.com/products/clemson-tigers-2021-ncaa-undefeated-champions-nfl-legends-3d-designed-allover-gift-for-clemson-fans-bomber-jacket-1921?variant=1000007662834419,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/16418060302ca8f8e10e.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421378,,,Black,,S,,,,,,
1000007662834435,San Francisco 49ers Joe Montana 16 NFL Best American Football Player Signed 3D Designed Allover Gift For 49ers Fans Premium Leather Hooded Jacket,"
San Francisco 49ers Joe Montana 16 NFL Best American Football Player Signed 3D Designed Allover Gift For 49ers Fans Premium Leather Hooded Jacket
Material: Polyester (fabric), PU Leather (outer and hood).
Elastic ribbed cuffs and collar, full zip up closure type, long sleeves, and two side pockets.
Thickness: Standard.
Waterproof and windproof suitable for spring, autumn and winter.
Hand wash only with cold water, easy to store, wrinkle–resistant. Hang or line dry.",in stock,new,98.99 USD,https://www.fairistyle.com/products/san-francisco-49ers-joe-montana-16-nfl-best-american-football-player-signed-3d-designed-allover-gift-for-49ers-fans-premium-leather-hooded-jacket-5673?variant=1000007662834435,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806030ce08deecc2.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421379,,,Black,,M,,,,,,
1000007662834460,Green Bay Packers Simon Stepaniak 72 2021 NFL Golden Edition Black Jersey Gift For Packers Fans,"
Green Bay Packers Simon Stepaniak 72 2021 NFL Golden Edition Black Jersey Gift For Packers Fans
Features:
Material: Polyester or Recycled Polyester
Rounded hem NFL, NBA, MLB, NHL shield at collar
Mesh side panels for extra breathability
Tailored fit designed for movement
Satin twill woven jock tag
Screen print stickers name, numbers and logos
Sewn-on tackle twill graphics
Machine washable
The image only illustrates",in stock,new,69.99 USD,https://www.fairistyle.com/products/green-bay-packers-simon-stepaniak-72-2021-nfl-golden-edition-black-jersey-gift-for-packers-fans-jersey-6228?variant=1000007662834460,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/164180603033d163f6a3.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421380,,,Black,,S,,,,,,
1000007662834467,Clemson Tigers 2021 NCAA DeMonte Capehart 19 NFL American Football 3D Designed Allover Gift For Clemson Fans Sweater,"
Clemson Tigers 2021 NCAA DeMonte Capehart 19 NFL American Football 3D Designed Allover Gift For Clemson Fans Sweater
Sweatshirt
is a must for your streetwear aesthetic or warm-up routine.
Polyester 185GSM. Provides insulation and extra down-like warmth. Bring more warmth and comfort, helping to
        block cold and chill.
Features a specialty high definition heat-dye application that ensures long-lasting color vibrancy even after machine washing
Using advanced cut and sew sublimation printing, the image is vivid, the color is bright and strong, it will never be discolored
A durable and cozy choice for anyone who enjoys a good sweatshirt
Hand washes cold, hang, or line dry",in stock,new,42.98 USD,https://www.fairistyle.com/products/clemson-tigers-2021-ncaa-demonte-capehart-19-nfl-american-football-3d-designed-allover-gift-for-clemson-fans-sweater-7116?variant=1000007662834467,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/16418060303396b50411.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421381,,,Black,,S,,,,,,
1000007662839479,The New York Giants 95th 1925 2020 Anniversary Legends NFL Signed 3D Designed Allover Gift For Giants Fans Cardigan Hooded Jacket,"
The New York Giants 95th 1925 2020 Anniversary Legends NFL Signed 3D Designed Allover Gift For Giants Fans Cardigan Hooded Jacket
Material: Polyester cotton
Elastic ribbed cuffs and hem, Adjustable drawstring, zip up closure on the left.
Slimfit with high collar, long sleeves, 2 front pockets.
Machine washable with warm or cold water, easy to store, wrinkle–resistant.",in stock,new,90.99 USD,https://www.fairistyle.com/products/the-new-york-giants-95th-1925-2020-anniversary-legends-nfl-signed-3d-designed-allover-gift-for-giants-fans-cardigan-hooded-jacket-4977?variant=1000007662839479,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806043c2075d7d99.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421671,,,Black,,S,,,,,,
1000007662839455,Atlanta Braves Legend Members Signed MLB Baseball Team 3D Designed Allover Gift For Braves Fans Premium Leather Hooded Jacket,"
Atlanta Braves Legend Members Signed MLB Baseball Team 3D Designed Allover Gift For Braves Fans Premium Leather Hooded Jacket
Material: Polyester (fabric), PU Leather (outer and hood).
Elastic ribbed cuffs and collar, full zip up closure type, long sleeves, and two side pockets.
Thickness: Standard.
Waterproof and windproof suitable for spring, autumn and winter.
Hand wash only with cold water, easy to store, wrinkle–resistant. Hang or line dry.",in stock,new,98.99 USD,https://www.fairistyle.com/products/atlanta-braves-legend-members-signed-mlb-baseball-team-3d-designed-allover-gift-for-braves-fans-premium-leather-hooded-jacket-5216?variant=1000007662839455,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806043980e102df1.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421672,,,Black,,M,,,,,,
1000007662839510,The Philadelphia Eagles 88th Anniversary Legends Signatures Thank You For The Memories 3D Designed Gift For Eagles Fans Cardigan Hooded Jacket,"
The Philadelphia Eagles 88th Anniversary Legends Signatures Thank You For The Memories 3D Designed Gift For Eagles Fans Cardigan Hooded Jacket
Material: Polyester cotton
Elastic ribbed cuffs and hem, Adjustable drawstring, zip up closure on the left.
Slimfit with high collar, long sleeves, 2 front pockets.
Machine washable with warm or cold water, easy to store, wrinkle–resistant.",in stock,new,90.99 USD,https://www.fairistyle.com/products/the-philadelphia-eagles-88th-anniversary-legends-signatures-thank-you-for-the-memories-3d-designed-gift-for-eagles-fans-cardigan-hooded-jacket-4894?variant=1000007662839510,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/164180604308888a192e.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421673,,,Black,,S,,,,,,
1000007662839543,Cleveland Browns Baker Mayfield Kevin Love Francisco Lindor Signed 3D Designed Allover Gift For Browns Fans Premium Leather Hooded Jacket,"
Cleveland Browns Baker Mayfield Kevin Love Francisco Lindor Signed 3D Designed Allover Gift For Browns Fans Premium Leather Hooded Jacket
Material: Polyester (fabric), PU Leather (outer and hood).
Elastic ribbed cuffs and collar, full zip up closure type, long sleeves, and two side pockets.
Thickness: Standard.
Waterproof and windproof suitable for spring, autumn and winter.
Hand wash only with cold water, easy to store, wrinkle–resistant. Hang or line dry.",in stock,new,98.99 USD,https://www.fairistyle.com/products/cleveland-browns-baker-mayfield-kevin-love-francisco-lindor-signed-3d-designed-allover-gift-for-browns-fans-premium-leather-hooded-jacket-9620?variant=1000007662839543,https://d3gwhit0dseao.cloudfront.net/10117/10117721/products/1641806043016dd9c0ee.jpeg,,Apparel & Accessories > Clothing > Shirts & Tops,1000000317421674,,,Black,,M,,,,,,
